"X","eventLabel","totalEvents"
2440,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=GVOLVIN_G&anioi=2013&aniof=2014&periodicidad=MENSUAL",8
2441,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=INDI04&anioi=2013&aniof=2014&periodicidad=MENSUAL",31
2442,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=INDI05&anioi=2013&aniof=2014&periodicidad=MENSUAL",14
2443,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=INDI06&anioi=2013&aniof=2014&periodicidad=MENSUAL",6
2444,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=INDI13&anioi=2013&aniof=2014&periodicidad=MENSUAL",7
2445,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=INDI14&anioi=2013&aniof=2014&periodicidad=MENSUAL",8
2446,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=INDI15&anioi=2013&aniof=2014&periodicidad=MENSUAL",2
2447,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IPET22&anioi=2013&aniof=2014&periodicidad=MENSUAL",28
2448,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IPREXCO&anioi=2013&aniof=2014&periodicidad=MENSUAL",9
2449,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVALORX&anioi=2013&aniof=2014&periodicidad=MENSUAL",2
2450,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVALXCO&anioi=2013&aniof=2014&periodicidad=MENSUAL",8
2451,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVALXPQ&anioi=2013&aniof=2014&periodicidad=MENSUAL",2
2452,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVALXPT&anioi=2013&aniof=2014&periodicidad=MENSUAL",3
2453,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVOLUX&anioi=2013&aniof=2014&periodicidad=MENSUAL",3
2454,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVOLXCO&anioi=2013&aniof=2014&periodicidad=MENSUAL",26
2455,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVOLXPA&anioi=2013&aniof=2014&periodicidad=MENSUAL",8
2456,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVOLXPP&anioi=2013&aniof=2014&periodicidad=MENSUAL",3
2457,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=IVOLXPQ&anioi=2013&aniof=2014&periodicidad=MENSUAL",1
2458,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=MESTADOP&anioi=2013&aniof=2014&periodicidad=MENSUAL",38
2459,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=QEPTQC&anioi=2013&aniof=2014&periodicidad=MENSUAL",6
2460,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=QEPTROQ&anioi=2013&aniof=2014&periodicidad=MENSUAL",4
2461,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=QVALORI&anioi=2013&aniof=2014&periodicidad=MENSUAL",2
2462,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=QVALORX&anioi=2013&aniof=2014&periodicidad=MENSUAL",7
2463,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=QVOLUX&anioi=2013&aniof=2014&periodicidad=MENSUAL",23
2464,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=QVOLVIN&anioi=2013&aniof=2014&periodicidad=MENSUAL",4
2465,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=REPETRE&anioi=2013&aniof=2014&periodicidad=MENSUAL",8
2466,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=RPETROL&anioi=2013&aniof=2014&periodicidad=MENSUAL",3
2467,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=RPROREF&anioi=2013&aniof=2014&periodicidad=MENSUAL",2
2468,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=RSVHIDRS&anioi=2013&aniof=2014&periodicidad=MENSUAL",12
2469,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=RVALOERX&anioi=2013&aniof=2014&periodicidad=MENSUAL",2
2470,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=RVALORI&anioi=2013&aniof=2014&periodicidad=MENSUAL",3
2471,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=RVOLUX&anioi=2013&aniof=2014&periodicidad=MENSUAL",6
2472,"http://utilnet.bdi.pemex.com/DatosAbiertosSW/bdi.aspx?cvecua=RVOLVIN&anioi=2013&aniof=2014&periodicidad=MENSUAL",9
2473,"http://web.coneval.gob.mx/Informes/Coordinacion/Datos_abiertos/db.entidades2011.csv",28
2474,"http://web.coneval.gob.mx/Informes/Coordinacion/Datos_abiertos/db.entidades2013.csv",17
2475,"http://web.coneval.gob.mx/Informes/Coordinacion/Datos_abiertos/db.ind2010.csv",32
2476,"http://web.coneval.gob.mx/Informes/Coordinacion/Datos_abiertos/db.ind2012.csv",26
2477,"http://web.coneval.gob.mx/Informes/Coordinacion/Datos_abiertos/db.mir2008.csv",21
2478,"http://web.coneval.gob.mx/Informes/Coordinacion/Datos_abiertos/db.mir2010.csv",9
2479,"http://web.coneval.gob.mx/Informes/Coordinacion/Datos_abiertos/db.mir2012.csv",17
2480,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/EED_2012_2013/Datos_Generales_EED_2012_2013.csv",16
2481,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/EED_2012_2013/Reporte_Cobertura_EED_2012_2013.csv",5
2482,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/EED_2012_2013/Reporte_Conclusiones_EED_2012_2013.csv",9
2483,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/EED_2012_2013/Reporte_General_EED_2012_2013.csv",2
2484,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/EED_2012_2013/Reporte_Indicadores_EED_2012_2013.csv",16
2485,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2004.csv",13
2486,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2005.csv",6
2487,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2006.csv",11
2488,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2007.csv",8
2489,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2008.csv",10
2490,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2009.csv",9
2491,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2010.csv",7
2492,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2011.csv",10
2493,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2012.csv",13
2494,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Inventario/Inventario_Federal_2013.csv",48
2495,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_CyR_2007_2008.csv",6
2496,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_CyR_2011_2012.csv",5
2497,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2008_2009.csv",2
2498,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2009_2010.csv",1
2499,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2010_2011.csv",4
2500,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2012_2013.csv",15
2501,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_ficha_monitoreo_2012_2013.csv",17
2502,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_CyR_2007_2008.csv",2
2503,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_CyR_2011_2012.csv",3
2504,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2008_2009.csv",1
2505,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2009_2010.csv",2
2506,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2010_2011.csv",1
2507,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_desempeno_2012_2013.csv",4
2508,"http://web.coneval.gob.mx/Informes/Evaluacion/Datos_abiertos/Valoración/Valoracion_ficha_monitoreo_2012_2013.csv",3
2509,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Cuadro4_pobreza2010-2012_DA.csv",107
2510,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Indicadores_municipales_sabana_DA.csv",341
2511,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Pobreza-entidad-2010_DA.csv",57
2512,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Pobreza_12_DA.csv",28
2513,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Pobreza_2010_DA.csv",10
2514,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Rezago-Social-2010-localidades_DA.csv",222
2515,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Rezago-social-2000-2005-2010_edos_DA.csv",131
2516,"http://web.coneval.gob.mx/Informes/Pobreza/Datos_abiertos/Rezago-social-2000-2005-2010_mun_DA.csv",164
2517,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Deuda.csv",5
2518,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Deuda.zip",1
2519,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Ingreso.csv",19
2520,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Ingreso.zip",5
2521,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Requerimientos.csv",5
2522,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Requerimientos.zip",1
2523,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Saldo.csv",3
2524,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Saldo.zip",2
2525,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Transferencias.csv",7
2526,"http://www.apartados.hacienda.gob.mx/datos_abiertos_EOPF/Transferencias.zip",5
2527,"http://www.cdi.gob.mx/datosabiertos/2010/ire-2010.csv",21
2528,"http://www.cdi.gob.mx/datosabiertos/2010/locali-indi-2010.csv",27
2529,"http://www.cdi.gob.mx/datosabiertos/2010/pob-indi-mpio-2010.csv",17
2530,"http://www.cdi.gob.mx/datosabiertos/2010/pueb-indi-edo-2010.csv",10
2531,"http://www.cdi.gob.mx/datosabiertos/2010/pueblos-indigenas-2010.csv",7
2532,"http://www.conapo.gob.mx/work/models/CONAPO/Marginacion/Datos_Abiertos/Base_Marginacion_entidad_90_10.csv",105
2533,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Indicadores_demograficos/CSV/base_tef.csv",1
2534,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Indicadores_demograficos/CSV/baseindidemMX.csv",242
2535,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Indicadores_demograficos/CSV/defspry.csv",51
2536,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Indicadores_demograficos/CSV/emigestpry.csv",20
2537,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Indicadores_demograficos/CSV/emigintnalpry.csv",17
2538,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Indicadores_demograficos/CSV/inmigestpry.csv",18
2539,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Indicadores_demograficos/CSV/inmigintnalpry.csv",25
2540,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Proyecciones_Localidades/CSV/baseprylocMX.csv",311
2541,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Proyecciones_Municipios/CSV/baseprymunMX.csv",608
2542,"http://www.conapo.gob.mx/work/models/CONAPO/Proyecciones/Datos/Bases_de_Datos/Proyecciones_Nacional_y_Entidades/CSV/basepryentMX.csv",482
2543,"http://www.datatur.beta.sectur.gob.mx/Documentos compartidos/6_1_td.csv",80
2544,"http://www.datatur.beta.sectur.gob.mx/Documentos compartidos/CPTM_BD_Trackin_Publicitario.csv",1
2545,"http://www.datatur.beta.sectur.gob.mx/Documentos compartidos/CSTAV_JefaturadeServiciosAuxilioTuristico.csv",1
2546,"http://www.datatur.sectur.gob.mx/Documentos compartidos/CSTAV_Servicios_2014.csv",8
2547,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/clues.kmz",164
2548,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/clues_2013.kmz",3
2549,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/clues_2014.kmz",6
2550,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/mortalidad_materna.zip",277
2551,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/mortalidad_materna_2002-2013.zip",13
2552,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/recursos_salud.zip",244
2553,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/recursos_salud_2013.zip",2
2554,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/recursos_salud_2014.zip",13
2555,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_catalogos.zip",23
2556,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_descriptores.csv",17
2557,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_descriptores_2014.xlsx",1
2558,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_egresos_2010.zip",65
2559,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_egresos_2011.zip",14
2560,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_egresos_2012.zip",9
2561,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_egresos_2013.zip",37
2562,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/saeh_egresos_2014.zip",2
2563,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_2008.zip",25
2564,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_2009.zip",10
2565,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_2010.zip",11
2566,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_2011.zip",10
2567,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_2012.zip",16
2568,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_2013.zip",63
2569,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_2014.zip",2
2570,"http://www.dgis.salud.gob.mx/descargas/datosabiertos/sinac_descriptores.zip",23
2571,"http://www.fonacot.gob.mx/TransparenciaRendicionCuentas/transparenciafocalizada/Documents/creditos_otorgados_trabajadores_ene-mzo_2015.csv",1
2572,"http://www.fonacot.gob.mx/TransparenciaRendicionCuentas/transparenciafocalizada/Documents/monto_creditos_ejercido_trabajadores_ene-mzo_2015.csv",1
2573,"http://www.hacienda.gob.mx/maps/mapas/csv/RAMO_23_general.csv",32
2574,"http://www.imt.mx/images/files/USIG/rnc/RNC_CSV.zip",3
2575,"http://www.nafin.com/portalnf/get?file=/pdf/2014/datosAbiertos/NAFIN_CATALOGO_001_ESTADOS.txt",6
2576,"http://www.nafin.com/portalnf/get?file=/pdf/2014/datosAbiertos/NAFIN_CATALOGO_002_SECTORES.txt",8
2577,"http://www.nafin.com/portalnf/get?file=/pdf/2014/datosAbiertos/NAFIN_CATALOGO_003_ESTRATOS.txt",13
2578,"http://www.nafin.com/portalnf/get?file=/pdf/2014/datosAbiertos/NAFIN_FLUJO_2013.txt",35
2579,"http://www.nafin.com/portalnf/get?file=/pdf/2014/datosAbiertos/NAFIN_FLUJO_2014.txt",53
2580,"http://www.nafin.com/portalnf/get?file=/pdf/2014/datosAbiertos/NAFIN_FLUJO_2015.txt",20
2986,"http://www.pemex.com/acerca/informes_publicaciones/Documents/Responsabilidad_Social/Autorizaciones2013xedo.txt",14
2987,"http://www.pemex.com/acerca/informes_publicaciones/Documents/Responsabilidad_Social/Autorizaciones2014xedo.txt",84
2988,"http://www.pemex.com/acerca/informes_publicaciones/Documents/Responsabilidad_Social/CaptacionQuejas.txt",8
2989,"http://www.pemex.com/acerca/informes_publicaciones/Documents/Responsabilidad_Social/CaptacionQuejas_3T14.txt",43
2990,"http://www.pemex.com/acerca/informes_publicaciones/Documents/Responsabilidad_Social/DefCaptacionQuejas.txt",31
2991,"http://www.pemex.com/acerca/informes_publicaciones/Documents/Responsabilidad_Social/EstudiosEInvest20132014.txt",77
2992,"http://www.pemex.com/acerca/informes_publicaciones/Documents/Responsabilidad_Social/SeguiDonativos2013xedo.txt",39
2993,"http://www.pgr.gob.mx/DatosAbiertos/IncidenciaDelictivaProrrateadaporDelegacion2001-2006.csv",6
2994,"http://www.pgr.gob.mx/DatosAbiertos/IncidenciaDelictivaProrrateadaporDelegacion2007-2011.csv",4
2995,"http://www.pgr.gob.mx/DatosAbiertos/IncidenciaDelictivaProrrateadaporDelegacion2012-2014.csv",45
2996,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/COLPOS/Documents/Convenios 191114.csv",1
2997,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/COLPOS/Documents/Proyectos 191114.csv",6
2998,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/COLPOS/Documents/Total alumnos 2013.csv",10
2999,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/COLPOS/Documents/Total alumnos 2014.csv",1
3000,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/COLPOS/Documents/Total alumnos por campus 2013.csv",3
3001,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/COLPOS/Documents/Total alumnos por campus 2014.csv",1
3002,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/COLPOS/Documents/Total alumnos por campus, programa y area 2013.csv",2
3003,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/aserca/Documents/Clasificacion_Bodegas_Estado.kmz",42
3004,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/aserca/Documents/Porcentaje_Almacenamiento_Estado.kmz",13
3005,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/Balance.csv",6
3006,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/Costos_producción[13-14].csv",1
3007,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/Costos_producción[10-11].csv",11
3008,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/Costos_producción[13-14].csv",6
3009,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/Costos_producción[10-11].csv",5
3010,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/Costos_producción[13-14].csv",1
3011,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/Costos_produccion[10-11].csv",5
3012,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/infocana[12-13][resumen].csv",2
3013,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/infocana[13-14][resumen].csv",14
3014,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conadesuca/Documents/infocana[14-15][resumen].csv",5
3015,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2006.csv",22
3016,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2007.csv",17
3017,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2008.csv",11
3018,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2009.csv",10
3019,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2010.csv",13
3020,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2011.csv",16
3021,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2012.csv",39
3022,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/conapesca/Documents/CONSULTA ESPECIFICA 2013.csv",12
3023,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/csaegro/Documents//Alumnos_atendidos_CSAEGRO.csv",14
3024,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/csaegro/Documents//Becas_alumnos_CSAEGRO.csv",27
3025,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/firco/Documents/GERENCIAS_ESTATALES_FIRCO.csv",7
3026,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/firco/Documents/GERENCIAS_ESTATALES_FIRCO.kmz",3
3027,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/firco/Documents/INCENTIVOS_OTORGADOS_FIRCO.csv",26
3028,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/firco/Documents/INCENTIVOS_OTORGADOS_FIRCO.kmz",17
3029,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/firco/Documents/INCENTIVO_DEL_CONCEPTO_FIMAGO.csv",5
3030,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/firco/Documents/INCENTIVO_DEL_CONCEPTO_FIMAGO.kmz",6
3031,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/inapesca/Documents/DICTAMENES.CSV",9
3032,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/inapesca/Documents/PLANES DE MANEJO PESQUERO PM.CSV",14
3033,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/inapesca/Documents/PLANES MANEJO PESQUERO GM Y MC.CSV",25
3034,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/inapesca/Documents/UBICACION.KMZ",13
3035,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/incarural/Documents/CDICV-OSC-PIIEX.csv",25
3036,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/incarural/Documents/Extensionismo_rural_2013-2014.csv",24
3037,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/incarural/Documents/PIIEX-PRONAIND_HOMBRES.csv",7
3038,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/incarural/Documents/PIIEX-PRONAIND_MUJERES.csv",9
3039,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/inifap/Documents/Fideicomiso INIFAP.CSV",7
3040,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/inifap/Documents/OCIMA.CSV",62
3041,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/pronabive/Documents//Producción PT 2013.csv",6
3042,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/pronabive/Documents//Producción PT 2014.csv",2
3043,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/pronabive/Documents//Producción PT 2013.csv",1
3044,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/pronabive/Documents//Producción PT 2014.csv",1
3045,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/pronabive/Documents//Ventas 2013 PRONABIVE.csv",14
3046,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/pronabive/Documents//Ventas 2014 PRONABIVE.csv",6
3047,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/sagarpa/Documents/Entidades.zip",21
3048,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/sagarpa/Documents/sagarpa_apoyo_2013.zip",78
3049,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/sagarpa/Documents/sagarpa_apoyo_cruzada.zip",34
3050,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/senasica/Documents//ESPECIES.csv",10
3051,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/senasica/Documents//FUNCION_ZOO.csv",7
3052,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/senasica/Documents//MERCANCIAS.csv",4
3053,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/senasica/Documents//PAISES.csv",5
3054,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/senasica/Documents//PAISES_PLANTAS.csv",36
3055,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/senasica/Documents//TIPO_PLANTAS.csv",52
3056,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Cader_SAGARPA_2014.kmz",14
3057,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Delegaciones_SAGARPA_2012.kmz",31
3058,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Distritos_SAGARPA_2014.kmz",42
3059,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_CADER_SAGARPA_2013 1.kmz",10
3060,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_DDR_SAGARPA_2014.kmz",17
3061,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_Delegaciones_SAGARPA_2012.kmz",4
3062,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_delegaciones_SAGARPA_2012.kmz",34
3063,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_distritos_SAGARPA_2013.kmz",8
3064,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_CADER_SAGARPA_2013 1.kmz",5
3065,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_DDR_SAGARPA_2014.kmz",1
3066,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_Delegaciones_SAGARPA_2012.kmz",2
3067,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_delegaciones_SAGARPA_2012.kmz",9
3068,"http://www.sagarpa.gob.mx//quienesomos/datosabiertos/siap/cartografia//Ubicación_distritos_SAGARPA_2013.kmz",4
